意志,いし,"will,volition"
維持,いじ,"maintenance,preservation"
意識,いしき,"consciousness,senses"
異常,いじょう,"strangeness,abnormality,disorder"
椅子,いす,chair
泉,いずみ,"spring,fountain"
,いずれ,"where,which,who"
以前,いぜん,"ago,since,before,previous"
板,いた,"board,plank"
偉大,いだい,greatness
抱く,いだく,"(sl) to embrace,to hug,to harbour,to entertain"
,いたずら,"tease,prank,trick,practical joke"
,いただきます,expression of gratitude before meals
頂く,いただく,"to receive,to take food or drink (hum)"
痛み,いたみ,"pain,ache,sore,grief,distress"
至る,いたる,"to come,to arrive"
,いち,"market,fair"
位置,いち,"place,situation,position,location"
一時,いちじ,"moment,time"
一度に,いちどに,all at once
市場,いちば,(the) market (as a concept)
一番,いちばん,"best,first,number one"
,いつか,"sometime,someday,one day"
一家,いっか,"a house,a home,a family,a household"
一種,いっしゅ,"a species,a kind,a variety"
一瞬,いっしゅん,"a moment,an instant"
一生,いっしょう,"whole life,a lifetime,all through life"
一層,いっそう,"much more,still more,all the more"
一体,いったい,"(1) one object,one body,(2) what on earth?,really?,(3) generally"
一致,いっち,"(1) coincidence,agreement,(2) conformity"
,いつでも,"(at) any time,always,at all times,never (neg)"
一般,いっぱん,"general,liberal,universal,ordinary,average"
一方,いっぽう,"(1) on the other hand,(2) meanwhile,(3) only,simple,in turn"
,いつまでも,"forever,for good,eternally,as long as one likes,indefinitely"
いつも,いつも,"always,usually,every time,never (with neg. verb)"
移動,いどう,"removal,migration,movement"
従兄弟,いとこ,cousin (male)
稲,いね,rice-plant
居眠り,いねむり,"dozing,nodding off"
命,いのち,"command,decree,life,destiny"
違反,いはん,"violation (of law),transgression,infringement,breach"
衣服,いふく,clothes
居間,いま,living room (western style)
今に,いまに,"before long,even now"
今にも,いまにも,"at any time,soon"
否,いや,"no,the noes"
以来,いらい,"since,henceforth"
依頼,いらい,"(1) request,commission,dispatch,(2) dependence,trust"
,いらいら,"getting nervous,irritation"
,いらっしゃい,welcome
医療,いりょう,"medical care,medical treatment"
岩,いわ,"rock,crag"
祝い,いわい,"celebration,festival"
祝う,いわう,"to congratulate,to celebrate"
言わば,いわば,so to speak
,いわゆる,"the so-called,so to speak"
,インク,ink
印刷,いんさつ,printing
印象,いんしょう,impression
引退,いんたい,retire
引用,いんよう,"quotation,citation"
,ウイスキー,whisky
上,うわ,"upper,outer,surface"
魚,うお,fish
,うがい,"gargle,rinse mouth"
伺う,うかがう,"(hon) to visit,to ask,to inquire"
受け取る,うけとる,"to receive,to get,to accept,to take"
動かす,うごかす,"to move,to shift"
兎,うさぎ,"rabbit,hare,cony"
牛,うし,"cattle,cow"
失う,うしなう,"to lose,to part with"
後,うしろ,"afterwards,since then,in the future"
嘘,うそ,"lie,falsehood,incorrect fact,inappropriate"
疑う,うたがう,"to doubt,to distrust,to be suspicious of,to suspect"
内,うち,inside
宇宙,うちゅう,"universe,cosmos,space"
撃つ,うつ,"to attack,to defeat,to destroy"
移す,うつす,"to remove,to transfer,to infect"
訴える,うったえる,"to sue (a person),to resort to,to appeal to"
,うなる,"to groan,to moan"
奪う,うばう,to snatch away
馬,うま,"(1) horse,(2) promoted bishop (shogi)"
うまい,うまい,delicious
生まれ,うまれ,"birth,birth-place"
梅,うめ,"plum,plum-tree,lowest (of a three-tier ranking system)"
裏切る,うらぎる,"to betray,to turn traitor to,to double-cross"
,うるさい,"noisy,loud,fussy"
嬉しい,うれしい,"happy,glad,pleasant"
売れる,うれる,to be sold
噂,うわさ,"rumour,report,gossip,common talk"
うん,（感）,"fortune,luck"
運,うん,"fortune,luck"
運転,うんてん,"operation,motion,driving"
運動,うんどう,"motion,exercise"
柄,え,"handle,grip"
永遠,えいえん,"eternity,perpetuity,immortality,permanence"
永久,えいきゅう,"eternity,perpetuity,immortality"
影響,えいきょう,"influence,effect"
営業,えいぎょう,"business,trade,management"
衛星,えいせい,satellite
栄養,えいよう,"nutrition,nourishment"
笑顔,えがお,smiling face
描く,えがく,"to draw,to paint,to sketch,to depict,to describe"
餌,えさ,"feed,bait"
,エネルギー,(n) energy (de: Energie)
得る,える,"to get,to gain,to win"
得る,うる,"to get,to gain,to win"
円,えん,"circle,money"
延期,えんき,"postponement,adjournment"
演技,えんぎ,"acting,performance"
援助,えんじょ,"assistance,aid,support"
,エンジン,engine
演説,えんぜつ,"speech,address"
演奏,えんそう,musical performance
遠慮,えんりょ,"diffidence,restraint,reserve"
御,お,honourable
老い,おい,"old age,old person,the old,the aged"
追い付く,おいつく,"to overtake,to catch up (with)"
王,おう,"king,ruler,sovereign,monarch"
追う,おう,"to chase,to run after"
王様,おうさま,king
王子,おうじ,prince
応じる,おうじる,"to respond,to satisfy,to accept,to comply with,to apply for"
横断,おうだん,crossing
終える,おえる,to finish
大いに,おおいに,"very,much,greatly"
覆う,おおう,"to cover,to hide,to conceal,to wrap,to disguise"
,オーバー,"(1) overcoat,(2) over"
大家,おおや,"rich family,distinguished family"
丘,おか,"hill,height,knoll,rising ground"
沖,おき,open sea
奥,おく,"interior,inner part"
贈る,おくる,"to send,to give to,to award to,to confer on"
起こる,おこる,"to occur,to happen"
幼い,おさない,"very young,childish"
収める,おさめる,"to obtain,to reap,to pay,to supply,to accept"
,おじいさん,"grandfather,male senior-citizen"
,おしゃべり,"chattering,talk,idle talk"
汚染,おせん,"pollution,contamination"
,おそらく,perhaps
恐れる,おそれる,"to fear,to be afraid of"
恐ろしい,おそろしい,"terrible,dreadful"
お互い,おたがい,"mutual,reciprocal,each other"
穏やか,おだやか,"calm,gentle,quiet"
男の人,おとこのひと,man
劣る,おとる,"to fall behind,to be inferior to"
お腹,おなか,stomach
鬼,おに,"ogre,demon,it (i.e., in a game of tag)"
帯,おび,"band (e.g. conduction, valence)"
お昼,おひる,"lunch,noon"
,オフィス,office
溺れる,おぼれる,"to be drowned,to indulge in"
,おまえ,"(fam) you (sing),presence (of a high personage)"
,おめでとう,"Congratulations!,an auspicious occasion!"
お目に掛かる,おめにかかる,
思い出,おもいで,"memories,recollections,reminiscence"
主に,おもに,"mainly,primarily"
思わず,おもわず,"unintentional,spontaneous"
,おや,parents
泳ぎ,およぎ,swimming
,およそ,"about,roughly,as a rule,approximately"
及ぼす,およぼす,"to exert,to cause,to exercise"
居る,おる,"to be (animate),to be,to exist"
下す,おろす,"to lower,to let go down"
降ろす,おろす,"to take down,to launch,to drop"
終,おわり,the end
音,おん,"sound,note"
恩,おん,"favour,obligation,debt of gratitude"
温暖,おんだん,warmth
温度,おんど,temperature
可,か,passable
課,か,counter for chapters (of a book)
,カー,car
,カード,"card,curd"
会,かい,"meeting,assembly,party,association,club"
回,かい,counter for occurrences
害,がい,"injury,harm,evil influence,damage"
会員,かいいん,"member,the membership"
絵画,かいが,picture
海外,かいがい,"foreign,abroad,overseas"
会計,かいけい,"account,finance,accountant"
解決,かいけつ,"settlement,solution,resolution"
会合,かいごう,"meeting,assembly"
外交,がいこう,diplomacy
開始,かいし,"start,commencement,beginning"
解釈,かいしゃく,"explanation,interpretation"
外出,がいしゅつ,"outing,going out"
改善,かいぜん,"betterment,improvement"
快適,かいてき,"pleasant,agreeable,comfortable"
回復,かいふく,"recovery (from illness),improvement,rehabilitation,restoration"
飼う,かう,"to keep,to raise,to feed"
替える,かえる,"to exchange,to interchange,to substitute,to replace"
換える,かえる,"to exchange,to interchange,to substitute,to replace"
香り,かおり,"aroma,fragrance,scent,smell"
画家,がか,"painter,artist"
抱える,かかえる,to hold or carry under or in the arms
価格,かかく,"price,value,cost"
化学,かがく,chemistry
輝く,かがやく,"to shine,to glitter,to sparkle"
係,かかり,"official,duty,person in charge"
掛かる,かかる,"to take (e.g. time, money, etc),to hang"
罹る,かかる,to suffer from
鍵,かぎ,key
限る,かぎる,"to restrict,to limit,to confine"
描く,かく,"to draw,to paint,to sketch,to depict,to describe"
家具,かぐ,furniture
学,がく,"learning,scholarship,erudition,knowledge"
額,がく,"forehead,brow"
覚悟,かくご,"resolution,resignation,readiness,preparedness"
確実,かくじつ,"certainty,reliability,soundness"
学者,がくしゃ,scholar
学習,がくしゅう,"study,learning"
隠す,かくす,"to hide,to conceal"
拡大,かくだい,"magnification,enlargement"
確認,かくにん,"affirmation,confirmation"
学問,がくもん,"scholarship,study,learning"
隠れる,かくれる,"to hide,to be hidden,to conceal oneself,to disappear"
影,かげ,"shade,shadow,other side"
陰,かげ,"shade,shadow,other side"
欠ける,かける,to be lacking
加減,かげん,"addition and subtraction,allowance for"
過去,かこ,"the past,bygone days,the previous"
籠,かご,"basket,cage"
囲む,かこむ,"to surround,to encircle"
火災,かさい,"conflagration,fire"
貸し,かし,"loan,lending"
菓子,かし,pastry
家事,かじ,"housework,domestic chores"
賢い,かしこい,"wise,clever,smart"
歌手,かしゅ,singer
数,かず,"number,figure"
稼ぐ,かせぐ,"to earn income,to labor"
数える,かぞえる,to count
型,かた,"mold,model,style,shape,data-type"
肩,かた,shoulder
硬い,かたい,"solid,hard (esp. metal, stone),unpolished writing"
方々,かたがた,"persons,this and that,here and there,everywhere"
刀,かたな,"sword,saber,knife,engraving tool"
語る,かたる,"to talk,to tell,to recite"
勝ち,かち,"win,victory"
価値,かち,"value,worth,merit"
,がっかり,"feel disappointed,be dejected,lose heart"
活気,かっき,"energy,liveliness"
学期,がっき,term (school)
格好,かっこう,"shape,form,posture,suitability"
活動,かつどう,"action,activity"
活用,かつよう,"conjugation,practical use"
悲しむ,かなしむ,"to be sad,to mourn for,to regret"
必ずしも,かならずしも,"(not) always,(not) necessarily,(not) all,(not) entirely"
,かなり,"considerably,fairly,quite"
金,かね,"(1) gold,(2) gold general (shogi) (abbr)"
金持ち,かねもち,rich man
可能,かのう,"possible,practicable,feasible"
株,かぶ,"share,stock,stump (of tree)"
被る,かぶる,to suffer
構う,かまう,"to mind,to care about,to be concerned about"
我慢,がまん,"patience,endurance,perseverance"
上,かみ,"(1) first volume,(2) superior quality,(3) governmental"
神,かみ,god
雷,かみなり,thunder
髪の毛,かみのけ,hair (head)
科目,かもく,"(school) subject,curriculum,course"
,かもしれない,"may,might,perhaps,may be,possibly"
火曜,かよう,(abbr) Tuesday
空,から,sky
柄,がら,"hilt (of a sword),haft (of a dagger),handgrip"
刈る,かる,"to cut (hair),to mow (grass),to harvest"
彼等,かれら,they (usually male)
川,かわ,river
河,かわ,"river,stream"
皮,かわ,"skin,hide,leather,fur,pelt,bark,shell"
革,かわ,leather
,かわいそう,"poor,pitiable,pathetic"
,かわいらしい,"lovely,sweet"
缶,かん,"can,tin"
勘,かん,"perception,intuition,the sixth sense"
考え,かんがえ,"thinking,thought,ideas,intention"
感覚,かんかく,"sense,sensation"
観客,かんきゃく,"audience,spectator(s)"
環境,かんきょう,"environment,circumstance"
歓迎,かんげい,"welcome,reception"
観光,かんこう,sightseeing
観察,かんさつ,"observation,survey"
感じ,かんじ,"feeling,sense,impression"
感謝,かんしゃ,"thanks,gratitude"
患者,かんじゃ,a patient
勘定,かんじょう,"calculation,counting,consideration"
感情,かんじょう,"emotion(s),feeling(s),sentiment"
感じる,かんじる,"to feel,to sense,to experience"
感心,かんしん,"admiration,Well done!"
関心,かんしん,"concern,interest"
関する,かんする,"to concern,to be related"
完成,かんせい,"(1) complete,completion,(2) perfection,accomplishment"
完全,かんぜん,"perfection,completeness"
感動,かんどう,"being deeply moved,excitement,impression,deep emotion"
監督,かんとく,"supervision,control,superintendence"
管理,かんり,"control,management (e.g. of a business)"
完了,かんりょう,"completion,conclusion"
関連,かんれん,"relation,connection,relevance"
議員,ぎいん,"member of the Diet, congress or parliament"
記憶,きおく,"memory,recollection,remembrance"
気温,きおん,temperature
機械,きかい,"machine,mechanism"
議会,ぎかい,"Diet,congress,parliament"
期間,きかん,"period,term"
機関,きかん,"organ,mechanism,facility,engine"
企業,きぎょう,"enterprise,undertaking"
効く,きく,to be effective
機嫌,きげん,"humour,temper,mood"
気候,きこう,climate
岸,きし,"bank,coast,shore"
生地,きじ,birthplace
記事,きじ,"article,news story,report,account"
技師,ぎし,"engineer,technician"
記者,きしゃ,reporter
傷,きず,"wound,injury,hurt,cut"
期待,きたい,"expectation,anticipation,hope"
帰宅,きたく,returning home
貴重,きちょう,"precious,valuable"
議長,ぎちょう,chairman
,きちんと,"precisely,accurately"
,きつい,"tight,close,intense"
気付く,きづく,"to notice,to recognize,to become aware of"
気に入る,きにいる,"to be pleased with,to suit"
記入,きにゅう,"entry,filling in of forms"
記念,きねん,"commemoration,memory"
機能,きのう,"function,faculty"
気の毒,きのどく,"pitiful,a pity"
寄付,きふ,"contribution,donation"
希望,きぼう,"hope,wish,aspiration"
基本,きほん,"foundation,basis,standard"
決まり,きまり,"settlement,conclusion,regulation,rule"
気味,きみ,"-like,-looking,-looked"
奇妙,きみょう,"strange,queer,curious"
義務,ぎむ,"duty,obligation,responsibility"
疑問,ぎもん,"question,problem,doubt,guess"
逆,ぎゃく,"reverse,opposite"
,キャプテン,captain
,キャンプ,camp
九,きゅう,nine
旧,きゅう,ex-
級,きゅう,"class, grade, rank,school class, grade"
球,きゅう,"globe,sphere,ball"
休暇,きゅうか,"holiday,day off,furlough"
休憩,きゅうけい,"rest,break,recess,intermission"
急激,きゅうげき,"sudden,precipitous,radical"
吸収,きゅうしゅう,"absorption,suction,attraction"
救助,きゅうじょ,"relief,aid,rescue"
急速,きゅうそく,rapid (e.g. progress)
急に,きゅうに,
給料,きゅうりょう,"salary,wages"
器用,きよう,"skillful,handy"
教科書,きょうかしょ,text book
競技,きょうぎ,"game,match,contest"
行儀,ぎょうぎ,manners
供給,きょうきゅう,"supply,provision"
教師,きょうし,teacher (classroom)
教授,きょうじゅ,"teaching,instruction,professor"
強調,きょうちょう,"emphasis,stress,stressed point"
共通,きょうつう,"commonness,community"
共同,きょうどう,"cooperation,association,collaboration,joint"
恐怖,きょうふ,"be afraid,dread,dismay,terror"
協力,きょうりょく,"cooperation,collaboration"
強力,きょうりょく,"herculean strength,mountain carrier-guide"
許可,きょか,"permission,approval"
局,きょく,"court lady,lady in waiting"
巨大,きょだい,"huge,gigantic,enormous"
嫌う,きらう,"to hate,to dislike,to loathe"
霧,きり,"fog,mist"
切れ,きれ,"cloth,piece,cut,chop"
切れる,きれる,"(1) to cut well,to be sharp,(2) to break (off)"
,キロ,"(abbr) kilo-,kilogram,kilometre,10^3"
記録,きろく,"record,minutes,document"
議論,ぎろん,"argument,discussion,dispute"
金,きん,"(1) gold,(2) gold general (shogi) (abbr)"
銀,ぎん,"(1) silver,silver coin,silver paint"
禁煙,きんえん,No Smoking!
金額,きんがく,amount of money
金庫,きんこ,"safe,vault,treasury,provider of funds"
禁止,きんし,"prohibition,ban"
金銭,きんせん,"money,cash"
金属,きんぞく,metal
近代,きんだい,present day
緊張,きんちょう,"tension,mental strain,nervousness"
筋肉,きんにく,"muscle,sinew"
金融,きんゆう,"monetary circulation,credit situation"
金曜,きんよう,(abbr) Friday
九,く,nine
句,く,sentence
食う,くう,(male) (vulg) to eat
偶然,ぐうぜん,"(by) chance,unexpectedly,suddenly"
臭い,くさい,"odour,scent,smell,stench"
鎖,くさり,chain
腐る,くさる,"to rot,to go bad"
癖,くせ,"a habit (often a bad habit),peculiarity"
管,くだ,"pipe,tube"
具体,ぐたい,"concrete,tangible,material"
下さる,くださる,"(hon) to give,to confer"
下り,くだり,down-train (going away from Tokyo)
苦痛,くつう,"pain,agony"
,ぐっすり,"sound asleep,fast asleep"
区別,くべつ,"distinction,differentiation,classification"
組,くみ,"class,group,team,set"
組合,くみあい,"association,union"
組む,くむ,to put together
曇,くもり,"cloudiness,cloudy weather,shadow"
位,くらい,"grade,rank,about"
暮らし,くらし,"living,livelihood,subsistence,circumstances"
,クラシック,classic(s)
暮らす,くらす,"to live,to get along"
,グラス,"(1) glass,(2) grass"
,グランド,"gland,grand,(electrical) ground"
,クリーム,cream
繰り返す,くりかえす,"to repeat,to do something over again"
,クリスマス,Christmas
狂う,くるう,"to go mad,to get out of order"
,グループ,group
苦しい,くるしい,"painful,difficult"
苦しむ,くるしむ,"to suffer,to groan,to be worried"
暮れ,くれ,"year end,sunset,nightfall,end"
苦労,くろう,"troubles,hardships"
加える,くわえる,"to append,to sum up,to add (up)"
詳しい,くわしい,"knowing very well,detailed,full,accurate"
加わる,くわわる,"to join in,to accede to,to increase,to gain in (influence)"
訓,くん,native Japanese reading of a Chinese character
軍,ぐん,"army,force,troops"
軍隊,ぐんたい,"army,troops"
訓練,くんれん,"practice,training"
下,げ,"under,below,beneath"
計,けい,plan
敬意,けいい,"respect,honour"
経営,けいえい,"management,administration"
計画,けいかく,"plan,project,schedule,scheme,program"
景気,けいき,"condition,state,business (condition)"
経験,けいけん,experience
傾向,けいこう,"tendency,trend,inclination"
警告,けいこく,"warning,advice"
計算,けいさん,"calculation,reckoning"
掲示,けいじ,"notice,bulletin"
刑事,けいじ,"criminal case,(police) detective"
芸術,げいじゅつ,"(fine) art,the arts"
契約,けいやく,"contract,compact,agreement"
経由,けいゆ,"go by the way,via"
,ケース,case
,ゲーム,game
怪我,けが,"injury (to animate object),hurt"
劇,げき,"drama,play"
劇場,げきじょう,"theatre,playhouse"
化粧,けしょう,make-up (cosmetic)
,けち,"stinginess,miser,miserliness"
結果,けっか,"result,consequence"
欠陥,けっかん,"defect,fault,deficiency"
結局,けっきょく,"after all,eventually"
決心,けっしん,"determination,resolution"
欠席,けっせき,"absence,non-attendance"
決定,けってい,"decision,determination"
欠点,けってん,"faults,defect,weakness"
月曜,げつよう,Monday
結論,けつろん,conclusion
煙,けむり,"smoke,fumes"
券,けん,"ticket,coupon,bond,certificate"
県,けん,prefecture
軒,けん,eaves
喧嘩,けんか,"quarrel,(drunken) brawl,failure"
見解,けんかい,"opinion,point of view"
限界,げんかい,"limit,bound"
現金,げんきん,"cash,ready money,mercenary,self-interested"
言語,げんご,language
健康,けんこう,"health,sound,wholesome"
検査,けんさ,"inspection (e.g. customs, factory),examination"
現在,げんざい,"present,up to now,nowadays,modern times,current"
現実,げんじつ,reality
現象,げんしょう,phenomenon
現状,げんじょう,"present condition,existing state,status quo"
建設,けんせつ,"construction,establishment"
現代,げんだい,"nowadays,modern times,present-day"
建築,けんちく,"construction,architecture"
見当,けんとう,"be found,aim,estimate,guess,approx"
検討,けんとう,"consideration,examination,investigation,study,scrutiny"
現場,げんば,"actual spot,scene,scene of the crime"
憲法,けんぽう,constitution
権利,けんり,"right,privilege"
後,ご,"afterwards,since then,in the future"
語,ご,"language,word"
恋,こい,"love,tender passion"
濃い,こい,"thick (as of color, liquid),dense,strong"
恋人,こいびと,"lover,sweetheart"
幸運,こううん,"good luck,fortune"
講演,こうえん,"lecture,address"
効果,こうか,"effect,effectiveness,efficacy,result"
硬貨,こうか,coin
高価,こうか,high price
豪華,ごうか,"wonderful,gorgeous,splendor,pomp,extravagance"
合格,ごうかく,"success,passing (e.g. exam),eligibility"
交換,こうかん,"exchange,interchange,reciprocity"
航空,こうくう,"aviation,flying"
光景,こうけい,"scene,spectacle"
合計,ごうけい,"sum total,total amount"
攻撃,こうげき,"attack,strike,offensive,criticism,censure"
貢献,こうけん,"contribution,services"
広告,こうこく,advertisement
交際,こうさい,"company,friendship,association,society,acquaintance"
後者,こうしゃ,the latter
工場,こうば,"factory,plant,mill,workshop"
構成,こうせい,"organization,composition"
高速,こうそく,"high speed,high gear"
行動,こうどう,"action,conduct,behaviour,mobilization"
強盗,ごうとう,"robbery,burglary"
幸福,こうふく,"happiness,blessedness"
公平,こうへい,"fairness,impartial,justice"
候補,こうほ,candidacy
考慮,こうりょ,"consideration,taking into account"
越える,こえる,"to exceed,to cross over,to cross"
,コーチ,coach
,コード,"code,cord,chord"
氷,こおり,"ice,hail"
凍る,こおる,"to freeze,to be frozen over,to congeal"
,ゴール,goal
誤解,ごかい,misunderstanding
語学,ごがく,language study
呼吸,こきゅう,"breath,respiration"
故郷,こきょう,"home town,birthplace,old village,historic village"
極,ごく,"quite,very"
国語,こくご,national language
黒板,こくばん,blackboard
克服,こくふく,"subjugation,conquest"
国民,こくみん,"national,people,citizen"
穀物,こくもつ,"grain,cereal,corn"
ここ,ここ,here
腰,こし,hip
故障,こしょう,"break-down,failure,accident,out of order"
個人,こじん,"individual,private person,personal,private"
越す,こす,to go over (e.g. with audience)
国家,こっか,"state,country,nation"
国会,こっかい,"National Diet,parliament,congress"
国境,こっきょう,national or state border
骨折,こっせつ,bone fracture
小包,こづつみ,"parcel,package"
事,こと,"thing,matter,fact,circumstances"
異なる,ことなる,"to differ,to vary,to disagree"
諺,ことわざ,"proverb,maxim"
断る,ことわる,"to refuse,to decline,to dismiss"
粉,こな,"flour,meal,powder"
この,この,this
好み,このみ,"liking,taste,choice"
好む,このむ,"to like,to prefer"
,コピー,"(1) a (photo)copy,(2) blurb on a book jacket"
塵,ごみ,"dust,dirt"
小麦,こむぎ,wheat
,ごめんなさい,"I beg your pardon,excuse me"
小屋,こや,"hut,cabin,shed,(animal) pen"
,これら,these
頃,ころ,"time,about,toward,approximately (time)"
殺す,ころす,to kill
転ぶ,ころぶ,"to fall down,to fall over"
今回,こんかい,"now,this time,lately"
今後,こんご,"from now on,hereafter"
混雑,こんざつ,"confusion,congestion"
,こんなに,"so,like this,in this way"
困難,こんなん,"difficulty,distress"
今日,こんにち,"today,this day"
,こんにちは,"hello,good day (daytime greeting, id)"
,コンピューター,computer
婚約,こんやく,"engagement,betrothal"
混乱,こんらん,"disorder,chaos,confusion,mayhem"
差,さ,"difference,variation"
,サービス,"(1) service,support system,(2) goods or services without charge"
際,さい,"on the occasion of,circumstances"
最高,さいこう,"highest,supreme,the most"
財産,ざいさん,"property,fortune,assets"
最終,さいしゅう,"last,final,closing"
最中,さいちゅう,in the middle of
最低,さいてい,"least,lowest,worst"
才能,さいのう,"talent,ability"
裁判,さいばん,"trial,judgement"
材料,ざいりょう,"ingredients,material"
幸い,さいわい,"happiness,blessedness"
,サイン,"(1) autograph,(2) sign,(3) sine"
境,さかい,"border,boundary,mental state"
逆らう,さからう,"to go against,to oppose,to disobey,to defy"
盛り,さかり,"helping,serving"
作業,さぎょう,"work,operation,manufacturing,fatigue duty"
昨,さく,"last (year),yesterday"
作品,さくひん,"work,opus,performance,production"
作物,さくもつ,"produce (e.g. agricultural),crops"
桜,さくら,"cherry blossom,cherry tree"
酒,さけ,"alcohol,sake"
叫ぶ,さけぶ,"to shout,to cry"
避ける,さける,"(1) to avoid (physical contact ),(2) to ward off,to avert"
支える,ささえる,"to be blocked,to choke,to be obstructed"
指す,さす,"to point,to put up umbrella,to play"
座席,ざせき,seat
誘う,さそう,"(1) to invite,to ask,(2) to tempt,to lure,to induce"
札,さつ,"(1) token,label,(2) ticket,(3) charm"
作家,さっか,"author,writer,novelist,artist"
作曲,さっきょく,"composition,setting (of music)"
,ざっと,"roughly,in round numbers"
,さっぱり,"feeling refreshed,feeling relieved,neat,trimmed"
,さて,"well,now,then"
砂漠,さばく,desert
差別,さべつ,"discrimination,distinction,differentiation"
作法,さほう,"manners,etiquette,propriety"
様々,さまざま,"varied,various"
覚ます,さます,to awaken
覚める,さめる,"to wake,to wake up"
左右,さゆう,"(1) left and right,(2) influence,control,domination"
皿,さら,"plate,dish"
更に,さらに,"furthermore,again,after all,more and more,moreover"
去る,さる,"to leave,to go away"
猿,さる,monkey
騒ぎ,さわぎ,"uproar,disturbance"
参加,さんか,participation
参考,さんこう,"reference,consultation"
賛成,U?[い,"approval,agreement,support,favour"
酸素,さんそ,oxygen
散歩,さんぽ,"walk,stroll"
四,し,four
氏,し,"family name,lineage,birth"
詩,し,"poem,verse of poetry"
幸せ,しあわせ,"happiness,good fortune,luck,blessing"
,ジーンズ,jeans
ジェット機,ジェットき,jet aeroplane
直に,じかに,"immediately,readily,directly"
,しかも,"moreover,furthermore,nevertheless,and yet"
叱る,しかる,to scold
式,しき,"equation,formula,ceremony"
直,じき,"earnestly,immediately,exactly"
時期,じき,"time,season,period"
支給,しきゅう,"payment,allowance"
,しきりに,"frequently,repeatedly,incessantly,eagerly"
刺激,しげき,"stimulus,impetus,incentive"
資源,しげん,resources
事件,じけん,"event,affair,incident"
時刻,じこく,"instant,time,moment"
自殺,じさつ,suicide
事実,じじつ,"fact,truth,reality"
支出,ししゅつ,"expenditure,expenses"
事情,じじょう,"circumstances,consideration,conditions,situation,reasons"
詩人,しじん,poet
自身,じしん,"by oneself,personally"
沈む,しずむ,"to sink,to feel depressed"
自然,しぜん,"nature,spontaneous"
思想,しそう,"thought,idea"
舌,した,tongue
次第,しだい,"(1) order,precedence,(2) circumstances,(3) immediate(ly)"
事態,じたい,"situation,present state of affairs"
従う,したがう,"to abide (by the rules),to obey,to follow,to accompany"
したがって,したがって,"therefore,consequently,in accordance with"
支度,したく,preparation
親しい,したしい,"intimate,close (e.g. friend)"
七,しち,seven
質,しつ,"quality,nature (of person)"
失業,しつぎょう,unemployment
実験,じっけん,experiment
実現,じつげん,"implementation,materialization,realization"
